-107.85618750000016,-106.72456250000015,-105.68750000000014,-104.67768750000015,-104.50593750000013,-103.59881250000014,-102.59768750000013,-101.55231250000013,-100.56125000000014,-99.68168750000014,-99.55018750000015,-98.43100000000013,-97.65743750000013,-96.59893750000012,-95.74650000000011,-95.60193750000013,-94.68243750000012,-93.68968750000012,-92.53112500000012,-91.70200000000013,-90.79125000000013,-90.70675000000011,-89.71056250000011,-88.71318750000013,-87.71475000000012,-86.79656250000012,-86.71518750000011,-85.71456250000013,-84.71300000000012,-83.78493750000011,-82.7072500000001,-82.63593750000013,-81.63500000000012,-80.63362500000011,-79.6950625000001,-79.4451875000001
4.0,6.0,8.0,10.0,7.0,13.0,14.0,15.0,15.0,16.0,17.0,18.0,18.0,19.0,20.0,21.0,25.0,29.0,37.0,51.0,76.0,82.0,126.0,152.0,145.0,90.0,105.0,67.0,44.0,32.0,25.0,25.0,17.0,11.0,8.0,7.0
-23.74431250000002,-22.557062500000022,-21.582625000000025,-20.630000000000024,-20.021500000000024,-19.255312500000024,-17.87168750000002,-17.220187500000023,-16.47806250000002,-15.800000000000018,-15.097000000000019,-13.696000000000016,-12.990687500000016,-12.183937500000015,-11.293250000000015,-10.735062500000014,-9.783812500000012,-9.128437500000011,-8.30375000000001,-7.67881250000001,-6.8563125000000085,-5.440500000000005,-5.080125000000006,-4.497250000000005,-3.101437500000003,-2.2975625000000024,-1.6896875000000018,-0.7383750000000007,-0.11975000000000005,0.5283750000000005,1.2738125000000013,2.665625000000003,3.226500000000004,3.893062500000005,4.5990000000000055,5.648500000000007
4.0,5.0,7.0,9.0,12.0,15.0,18.0,17.0,17.0,17.0,16.0,17.0,18.0,19.0,20.0,21.0,25.0,26.0,29.0,30.0,34.0,35.0,36.0,37.0,38.0,37.0,37.0,33.0,34.0,30.0,28.0,22.0,18.0,15.0,11.0,10.0
17.116250000000022,18.172687500000023,19.00993750000002,20.346062500000023,20.80800000000002,21.954187500000025,22.90175000000003,23.89750000000003,24.74956250000003,25.597687500000035,26.444062500000037,27.29068750000004,28.13893750000004,28.664937500000043,30.04387500000004,30.569875000000042,31.42375000000004,32.802125000000046,33.135312500000055,34.17800000000005,35.50762500000005,36.02281250000006,36.85925000000006,37.37075000000006,38.996062500000065,39.50318750000005,40.01493750000006,40.79487500000006,41.837875000000054,42.71325000000006,43.49881250000006,44.25606250000007,45.22881250000006,46.264062500000065,46.88331250000006,47.550687500000066
5.0,6.0,7.0,10.0,12.0,14.0,17.0,19.0,21.0,22.0,24.0,25.0,27.0,28.0,27.0,27.0,27.0,26.0,26.0,28.0,30.0,38.0,61.0,82.0,113.0,110.0,78.0,56.0,22.0,15.0,12.0,9.0,7.0,7.0,5.0,5.0
-77.6338750000001,-76.59487500000009,-75.90012500000012,-74.90050000000011,-74.3337500000001,-73.32918750000012,-72.86443750000011,-72.29925000000011,-71.2613750000001,-70.8735625000001,-70.2275625000001,-69.52862500000009,-68.54812500000011,-68.23450000000011,-67.2675625000001,-66.30193750000011,-66.0095000000001,-65.04943750000008,-64.37725000000009,-63.80331250000009,-62.84462500000008,-62.55918750000008,-61.884625000000085,-60.92150000000008,-59.95243750000007,-59.67525000000008,-58.973562500000085,-58.24675000000008,-57.481812500000075,-56.72312500000007,-55.924312500000084,-55.499187500000076,-54.49212500000007,-54.05593750000007,-53.35750000000007,-52.437375000000074
15.0,33.0,50.0,77.0,91.0,105.0,90.0,92.0,65.0,56.0,38.0,32.0,28.0,27.0,26.0,24.0,23.0,22.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,15.0,14.0,11.0,8.0,7.0,7.0,6.0,5.0,5.0,4.0,4.0
-155.2485000000002,-153.86518750000022,-153.1223750000002,-152.39375000000018,-151.6818125000002,-150.9915625000002,-150.28793750000017,-149.6105000000002,-148.2878125000002,-147.5710625000002,-146.92381250000022,-146.1956875000002,-145.4571875000002,-144.70912500000023,-143.8330625000002,-143.0616250000002,-142.5505000000002,-141.9170625000002,-141.2871250000002,-140.23250000000021,-139.74525000000023,-138.9700625000002,-137.7066875000002,-137.4200625000002,-136.29018750000017,-135.6452500000002,-134.8635000000002,-133.9700625000002,-133.4245625000002,-132.74962500000018,-131.8875000000002,-131.27506250000022,-130.5033750000002,-129.71418750000015,-128.98512500000018,-128.2796875000002
4.0,5.0,6.0,7.0,9.0,11.0,13.0,17.0,21.0,23.0,23.0,25.0,26.0,26.0,27.0,25.0,25.0,27.0,25.0,26.0,26.0,27.0,25.0,26.0,26.0,23.0,23.0,22.0,19.0,17.0,15.0,12.0,9.0,7.0,6.0,5.0
88.07631250000014,89.74062500000014,90.47806250000015,91.14056250000014,91.51231250000015,92.41525000000014,93.34406250000013,93.34793750000016,94.29100000000014,95.19431250000015,96.15481250000015,96.22687500000015,97.59362500000015,98.14600000000016,98.42787500000014,99.23662500000015,100.34468750000015,101.20112500000013,101.32568750000016,102.34712500000015,103.29806250000014,103.36831250000016,104.26937500000017,105.24100000000016,105.93262500000017,106.30618750000016,107.29412500000015,108.18118750000016,108.38687500000015,109.18525000000015,110.29000000000016,110.55843750000018,111.35306250000015,112.35731250000016,113.19475000000017,113.62443750000018
6.0,8.0,12.0,14.0,24.0,32.0,37.0,6.0,34.0,29.0,25.0,25.0,24.0,23.0,24.0,24.0,25.0,15.0,25.0,24.0,23.0,22.0,24.0,23.0,22.0,23.0,23.0,24.0,20.0,20.0,19.0,13.0,13.0,10.0,7.0,6.0
